epoch,dataset,loss_type,total_loss,ade,fde,min_ade,min_fde,num_traj,min_fde_epoch
27,NuScene,minADEdiv,4.895925800068769,0.912133453973196,1.8059202021674658,0.912133453973196,1.8059202021674658,5671,27
28,NuScene,minADEdiv,4.880937772638657,0.935767079593643,1.8488919112317,0.912133453973196,1.8059202021674658,5671,27
29,NuScene,minADEdiv,4.877762450322817,1.075034376469644,2.070513415853722,0.912133453973196,1.8059202021674658,5671,27
30,NuScene,minADEdiv,4.869558871076672,1.0186053664359314,1.9916903691366643,0.912133453973196,1.8059202021674658,5671,27
31,NuScene,minADEdiv,4.876810059448873,0.9071069548231356,1.8290737984861947,0.912133453973196,1.8059202021674658,5671,27
32,NuScene,minADEdiv,4.8641087762502115,1.0086225906685533,2.018929811954246,0.912133453973196,1.8059202021674658,5671,27
33,NuScene,minADEdiv,4.864854036340274,0.9622125946809073,1.8716569317646325,0.912133453973196,1.8059202021674658,5671,27
34,NuScene,minADEdiv,4.856603583774051,0.896248951556926,1.8149932597474308,0.896248951556926,1.8149932597474308,5671,34
35,NuScene,minADEdiv,4.847882820426565,0.9410951143848982,1.869911262459739,0.896248951556926,1.8149932597474308,5671,34
36,NuScene,minADEdiv,4.857343198385072,0.8947202112073096,1.8141524063134569,0.8947202112073096,1.8141524063134569,5671,36
37,NuScene,minADEdiv,4.8446662217520755,0.8848815684048634,1.7806779844297174,0.8848815684048634,1.7806779844297174,5671,37
38,NuScene,minADEdiv,4.845496349001158,0.9058402817708814,1.8231552524596921,0.8848815684048634,1.7806779844297174,5671,37
39,NuScene,minADEdiv,4.85532703536114,0.9381937914225942,1.8702364628791304,0.8848815684048634,1.7806779844297174,5671,37
40,NuScene,minADEdiv,4.840416246453605,0.8868875585941806,1.7809176728368499,0.8848815684048634,1.7806779844297174,5671,37
41,NuScene,minADEdiv,4.834984696726352,0.8840157157885841,1.7719774217627453,0.8840157157885841,1.7719774217627453,5671,41
42,NuScene,minADEdiv,4.82805975745706,0.8875936953989082,1.750904250914322,0.8875936953989082,1.750904250914322,5671,42
43,NuScene,minADEdiv,4.824738313738606,0.9183454664899987,1.8223655275557749,0.8875936953989082,1.750904250914322,5671,42
44,NuScene,minADEdiv,4.820527700627362,0.8955199301841923,1.7611019203133567,0.8875936953989082,1.750904250914322,5671,42
45,NuScene,minADEdiv,4.818206537698525,0.8711165434215629,1.7210183731358932,0.8711165434215629,1.7210183731358932,5671,45
46,NuScene,minADEdiv,4.8119327009956105,0.8736125914597718,1.7519370080554029,0.8711165434215629,1.7210183731358932,5671,45
47,NuScene,minADEdiv,4.810455807441747,0.8613774533037197,1.7176496522217657,0.8613774533037197,1.7176496522217657,5671,47
48,NuScene,minADEdiv,4.806318242902407,0.8596255222213602,1.7144951943976183,0.8596255222213602,1.7144951943976183,5671,48
49,NuScene,minADEdiv,4.812946471197616,0.9036214084689147,1.7804494315281765,0.8596255222213602,1.7144951943976183,5671,48
